Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","03/12/2023 02:29"
"Last updated:","03/12/2023 02:29"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:",Solutions
"Data table contains the following:",Solutions
"Content type","Total flow figures"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=56trCL
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Solution types included","RET,RDP,RST,NAT"
Years:
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Returned refugees","Returned IDPss","Resettlement arrivals",Naturalisation
2022,Rwanda,RWA,"Dem. Rep. of the Congo",COD,2451,-,-,-
2022,Rwanda,RWA,Mozambique,MOZ,82,-,-,-
2022,"Sierra Leone",SLE,Liberia,LBR,5,-,-,-
2022,Somalia,SOM,India,IND,8,-,-,-
2022,Somalia,SOM,Indonesia,IDN,5,-,-,-
2022,Somalia,SOM,Kenya,KEN,467,-,-,-
2022,Somalia,SOM,Libya,LBY,155,-,-,-
2022,Somalia,SOM,Mozambique,MOZ,5,-,-,-
2022,Somalia,SOM,Sudan,SDN,5,-,-,-
2022,Somalia,SOM,Yemen,YEM,2418,-,-,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Albania,ALB,5,-,-,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"North Macedonia",MKD,16,-,-,6
2022,"South Sudan",SSD,"Central African Rep.",CAF,1236,-,-,-
2022,"South Sudan",SSD,"Dem. Rep. of the Congo",COD,784,-,-,-
2022,"South Sudan",SSD,Ethiopia,ETH,23349,-,-,-
2022,"South Sudan",SSD,Kenya,KEN,1434,-,-,-
2022,"South Sudan",SSD,Sudan,SDN,48904,-,-,-
2022,"South Sudan",SSD,Uganda,UGA,75549,-,-,-
2022,Sudan,SDN,"Central African Rep.",CAF,306,-,-,-
2022,Sudan,SDN,Chad,TCD,3063,-,-,-
2022,Sudan,SDN,Ethiopia,ETH,8011,-,-,-
2022,Sudan,SDN,Jordan,JOR,5,-,-,-
2022,Sudan,SDN,Kenya,KEN,6,-,-,-
2022,Sudan,SDN,"South Sudan",SSD,922,-,-,-
2022,"Syrian Arab Rep.",SYR,Egypt,EGY,444,-,-,-
2022,"Syrian Arab Rep.",SYR,Iraq,IRQ,2845,-,-,-
2022,"Syrian Arab Rep.",SYR,Jordan,JOR,4346,-,-,28
2022,"Syrian Arab Rep.",SYR,Lebanon,LBN,9711,-,-,-
2022,"Syrian Arab Rep.",SYR,Türkiye,TUR,33953,-,-,-
2022,Ukraine,UKR,Austria,AUT,12000,-,-,-
2022,Ukraine,UKR,Belgium,BEL,6000,-,-,-
2022,Ukraine,UKR,Bulgaria,BGR,43000,-,-,-
2022,Ukraine,UKR,Canada,CAN,6000,-,-,205
2022,Ukraine,UKR,Czechia,CZE,76000,-,-,6
2022,Ukraine,UKR,Denmark,DNK,6000,-,-,-
2022,Ukraine,UKR,Estonia,EST,5000,-,-,-
2022,Ukraine,UKR,France,FRA,23000,-,-,29
2022,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,8000,-,-,-
2022,Ukraine,UKR,Georgia,GEO,6000,-,-,6
2022,Ukraine,UKR,Germany,DEU,76000,-,-,-
2022,Ukraine,UKR,Greece,GRC,6000,-,-,-
2022,Ukraine,UKR,Hungary,HUN,8000,-,-,-
2022,Ukraine,UKR,Ireland,IRL,7000,-,-,16
2022,Ukraine,UKR,Italy,ITA,61000,-,-,-
2022,Ukraine,UKR,Lithuania,LTU,13000,-,-,-
2022,Ukraine,UKR,Latvia,LVA,22000,-,-,-
2022,Ukraine,UKR,"Rep. of Moldova",MDA,46000,-,-,-
2022,Ukraine,UKR,Montenegro,MNE,5000,-,-,-
2022,Ukraine,UKR,"Netherlands (Kingdom of the)",NLD,10000,-,-,11
2022,Ukraine,UKR,Norway,NOR,5000,-,-,-
2022,Ukraine,UKR,Poland,POL,403000,-,-,-
2022,Ukraine,UKR,Portugal,PRT,12000,-,-,-
2022,Ukraine,UKR,Romania,ROU,33000,-,-,-
2022,Ukraine,UKR,Spain,ESP,20000,-,-,-
2022,Ukraine,UKR,Slovakia,SVK,22000,-,-,-
2022,Ukraine,UKR,Sweden,SWE,10000,-,-,-
2022,Ukraine,UKR,Switzerland,CHE,7000,-,-,-
2022,Ukraine,UKR,Türkiye,TUR,11000,-,-,-
2022,Ukraine,UKR,"Unknown ",UNK,34000,-,-,-
2022,Ukraine,UKR,"United States of America",USA,15000,-,1800,-
2022,"Western Sahara",ESH,Cuba,CUB,5,-,-,-
2022,Yemen,YEM,Jordan,JOR,7,-,-,-
2022,Afghanistan,AFG,Australia,AUS,-,-,9641,-
2022,Afghanistan,AFG,Canada,CAN,-,-,21335,380
2022,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,72,-
2022,Afghanistan,AFG,Norway,NOR,-,-,173,-
2022,Afghanistan,AFG,"New Zealand",NZL,-,-,89,-
2022,Afghanistan,AFG,Spain,ESP,-,-,5,-
2022,Afghanistan,AFG,Sweden,SWE,-,-,345,-
2022,Afghanistan,AFG,Switzerland,CHE,-,-,99,-
2022,Afghanistan,AFG,Uruguay,URY,-,-,5,-
2022,Afghanistan,AFG,"United States of America",USA,-,-,2453,-
2022,Albania,ALB,Canada,CAN,-,-,5,75
2022,Algeria,DZA,Canada,CAN,-,-,10,75
2022,Egypt,EGY,Australia,AUS,-,-,10,-
2022,Egypt,EGY,Canada,CAN,-,-,80,425
2022,Egypt,EGY,France,FRA,-,-,5,23
2022,Egypt,EGY,"United States of America",USA,-,-,7,-
2022,Armenia,ARM,"United States of America",USA,-,-,229,-
2022,Burundi,BDI,Australia,AUS,-,-,33,-
2022,Burundi,BDI,Canada,CAN,-,-,470,480
2022,Burundi,BDI,Denmark,DNK,-,-,9,-
2022,Burundi,BDI,France,FRA,-,-,31,36
2022,Burundi,BDI,Germany,DEU,-,-,26,-
2022,Burundi,BDI,Sweden,SWE,-,-,64,-
2022,Burundi,BDI,"United States of America",USA,-,-,209,-
2022,Bangladesh,BGD,"New Zealand",NZL,-,-,5,-
2022,Bhutan,BTN,Australia,AUS,-,-,9,-
2022,Bhutan,BTN,"United States of America",USA,-,-,24,-
2022,Belarus,BLR,"United States of America",USA,-,-,5,-
2022,Cambodia,KHM,Australia,AUS,-,-,8,-
2022,Cambodia,KHM,Canada,CAN,-,-,60,5
2022,Cambodia,KHM,"United States of America",USA,-,-,32,-
2022,"Central African Rep.",CAF,Australia,AUS,-,-,5,-
2022,"Central African Rep.",CAF,Canada,CAN,-,-,855,-
2022,"Central African Rep.",CAF,France,FRA,-,-,422,60
2022,"Central African Rep.",CAF,"United States of America",USA,-,-,170,-
2022,Chad,TCD,Canada,CAN,-,-,15,90
2022,Chad,TCD,"United States of America",USA,-,-,7,-
2022,China,CHN,Canada,CAN,-,-,5,760
2022,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,5,-
2022,China,CHN,"United States of America",USA,-,-,11,-
2022,Cameroon,CMR,Canada,CAN,-,-,45,140
2022,Cameroon,CMR,"United States of America",USA,-,-,19,-
2022,Congo,COG,Canada,CAN,-,-,20,35
2022,"Dem. Rep. of the Congo",COD,Australia,AUS,-,-,177,-
2022,"Dem. Rep. of the Congo",COD,Canada,CAN,-,-,1675,240
2022,"Dem. Rep. of the Congo",COD,Denmark,DNK,-,-,141,-
2022,"Dem. Rep. of the Congo",COD,France,FRA,-,-,208,387
2022,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,5,-
2022,"Dem. Rep. of the Congo",COD,Germany,DEU,-,-,81,-
2022,"Dem. Rep. of the Congo",COD,"Netherlands (Kingdom of the)",NLD,-,-,190,58
2022,"Dem. Rep. of the Congo",COD,Norway,NOR,-,-,810,-
2022,"Dem. Rep. of the Congo",COD,"New Zealand",NZL,-,-,114,-
2022,"Dem. Rep. of the Congo",COD,Sweden,SWE,-,-,671,-
2022,"Dem. Rep. of the Congo",COD,"United States of America",USA,-,-,9015,-
2022,Colombia,COL,Australia,AUS,-,-,7,-
2022,Colombia,COL,Canada,CAN,-,-,45,740
2022,Colombia,COL,"New Zealand",NZL,-,-,89,-
2022,Colombia,COL,"United States of America",USA,-,-,401,-
2022,Cuba,CUB,Australia,AUS,-,-,12,-
2022,Cuba,CUB,Canada,CAN,-,-,5,25
2022,Ecuador,ECU,"New Zealand",NZL,-,-,5,-
2022,Eritrea,ERI,Argentina,ARG,-,-,5,-
2022,Eritrea,ERI,Australia,AUS,-,-,146,-
2022,Eritrea,ERI,Canada,CAN,-,-,6080,215
2022,Eritrea,ERI,France,FRA,-,-,86,32
2022,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,19,-
2022,Eritrea,ERI,Germany,DEU,-,-,53,-
2022,Eritrea,ERI,Italy,ITA,-,-,5,-
2022,Eritrea,ERI,"Netherlands (Kingdom of the)",NLD,-,-,11,4443
2022,Eritrea,ERI,Norway,NOR,-,-,179,-
2022,Eritrea,ERI,"New Zealand",NZL,-,-,73,-
2022,Eritrea,ERI,Spain,ESP,-,-,50,-
2022,Eritrea,ERI,Sweden,SWE,-,-,485,-
2022,Eritrea,ERI,"United States of America",USA,-,-,442,-
2022,Ethiopia,ETH,Australia,AUS,-,-,38,-
2022,Ethiopia,ETH,Canada,CAN,-,-,685,455
2022,Ethiopia,ETH,France,FRA,-,-,81,9
2022,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,14,-
2022,Ethiopia,ETH,"Netherlands (Kingdom of the)",NLD,-,-,5,126
2022,Ethiopia,ETH,Sweden,SWE,-,-,118,-
2022,Ethiopia,ETH,"United States of America",USA,-,-,302,-
2022,Gambia,GMB,Canada,CAN,-,-,5,10
2022,Palestinian,PSE,Australia,AUS,-,-,5,-
2022,Palestinian,PSE,Canada,CAN,-,-,220,290
2022,Palestinian,PSE,France,FRA,-,-,5,28
2022,Palestinian,PSE,"United States of America",USA,-,-,19,-
2022,Guatemala,GTM,Australia,AUS,-,-,13,-
2022,Guatemala,GTM,Canada,CAN,-,-,15,45
2022,Guatemala,GTM,"United States of America",USA,-,-,1306,-
2022,Guinea,GIN,Canada,CAN,-,-,15,35
2022,Guinea,GIN,"United States of America",USA,-,-,17,-
2022,Guyana,GUY,Canada,CAN,-,-,10,10
2022,Haiti,HTI,Canada,CAN,-,-,5,575
2022,Honduras,HND,Australia,AUS,-,-,20,-
2022,Honduras,HND,Canada,CAN,-,-,35,80
2022,Honduras,HND,"United States of America",USA,-,-,482,-
2022,"Cote d'Ivoire",CIV,Canada,CAN,-,-,55,15
2022,"Cote d'Ivoire",CIV,"United States of America",USA,-,-,10,-
2022,India,IND,Australia,AUS,-,-,82,-
2022,India,IND,"United States of America",USA,-,-,5,-
2022,Indonesia,IDN,Australia,AUS,-,-,12,-
2022,"Iran (Islamic Rep. of)",IRN,Australia,AUS,-,-,459,-
2022,"Iran (Islamic Rep. of)",IRN,Canada,CAN,-,-,640,2420
2022,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,10,-
2022,"Iran (Islamic Rep. of)",IRN,"New Zealand",NZL,-,-,5,-
2022,"Iran (Islamic Rep. of)",IRN,Spain,ESP,-,-,6,-
2022,"Iran (Islamic Rep. of)",IRN,Switzerland,CHE,-,-,6,-
2022,"Iran (Islamic Rep. of)",IRN,"United States of America",USA,-,-,282,-
2022,Iraq,IRQ,"New Zealand",NZL,-,-,14,-
2022,Iraq,IRQ,Switzerland,CHE,-,-,10,-
2022,Jamaica,JAM,Canada,CAN,-,-,10,70
2022,Jordan,JOR,Australia,AUS,-,-,88,-
2022,Jordan,JOR,Canada,CAN,-,-,20,195
2022,Kazakhstan,KAZ,"United States of America",USA,-,-,5,-
2022,Kenya,KEN,Australia,AUS,-,-,13,-
2022,Kenya,KEN,Canada,CAN,-,-,10,175
2022,Kyrgyzstan,KGZ,"New Zealand",NZL,-,-,5,-
2022,Kyrgyzstan,KGZ,"United States of America",USA,-,-,5,-
2022,Kuwait,KWT,Australia,AUS,-,-,5,-
2022,Liberia,LBR,Canada,CAN,-,-,20,10
2022,Liberia,LBR,"United States of America",USA,-,-,10,-
2022,Libya,LBY,Australia,AUS,-,-,6,-
2022,Libya,LBY,Canada,CAN,-,-,5,145
2022,Libya,LBY,"United States of America",USA,-,-,11,-
2022,Lebanon,LBN,Australia,AUS,-,-,131,-
2022,Lebanon,LBN,Canada,CAN,-,-,20,160
2022,Lebanon,LBN,Germany,DEU,-,-,15,-
2022,"Sri Lanka",LKA,Canada,CAN,-,-,35,395
2022,"Sri Lanka",LKA,"United States of America",USA,-,-,21,-
2022,"Rep. of Moldova",MDA,"United States of America",USA,-,-,565,-
2022,Mali,MLI,Canada,CAN,-,-,20,20
2022,Mali,MLI,France,FRA,-,-,17,104
2022,Mali,MLI,"United States of America",USA,-,-,15,-
2022,Malaysia,MYS,Australia,AUS,-,-,303,-
2022,Malawi,MWI,Australia,AUS,-,-,44,-
2022,Morocco,MAR,Canada,CAN,-,-,10,10
2022,Myanmar,MMR,Australia,AUS,-,-,1041,-
2022,Myanmar,MMR,Canada,CAN,-,-,100,15
2022,Myanmar,MMR,Japan,JPN,-,-,35,-
2022,Myanmar,MMR,"Rep. of Korea",KOR,-,-,67,-
2022,Myanmar,MMR,Norway,NOR,-,-,7,-
2022,Myanmar,MMR,"New Zealand",NZL,-,-,177,-
2022,Myanmar,MMR,"United States of America",USA,-,-,2928,-
2022,Nepal,NPL,Australia,AUS,-,-,10,-
2022,Nepal,NPL,"United States of America",USA,-,-,10,-
2022,Niger,NER,Germany,DEU,-,-,8,-
2022,Nicaragua,NIC,"United States of America",USA,-,-,20,-
2022,Nigeria,NGA,Canada,CAN,-,-,10,1850
2022,Nigeria,NGA,France,FRA,-,-,131,25
2022,Pakistan,PAK,Australia,AUS,-,-,368,-
2022,Pakistan,PAK,Canada,CAN,-,-,655,985
2022,Pakistan,PAK,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,44,-
2022,Pakistan,PAK,"New Zealand",NZL,-,-,188,-
2022,Pakistan,PAK,"United States of America",USA,-,-,92,-
2022,"Papua New Guinea",PNG,"New Zealand",NZL,-,-,5,-
2022,"Russian Federation",RUS,Canada,CAN,-,-,5,90
2022,"Russian Federation",RUS,Norway,NOR,-,-,14,-
2022,"Russian Federation",RUS,"United States of America",USA,-,-,29,-
2022,Rwanda,RWA,Australia,AUS,-,-,5,-
2022,Rwanda,RWA,Canada,CAN,-,-,75,230
2022,Rwanda,RWA,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,5,-
2022,Rwanda,RWA,"United States of America",USA,-,-,84,-
2022,"El Salvador",SLV,Australia,AUS,-,-,6,-
2022,"El Salvador",SLV,Canada,CAN,-,-,95,130
2022,"El Salvador",SLV,"United States of America",USA,-,-,677,-
2022,"Saudi Arabia",SAU,Australia,AUS,-,-,9,-
2022,Senegal,SEN,"United States of America",USA,-,-,25,-
2022,"Sierra Leone",SLE,Canada,CAN,-,-,10,5
2022,Somalia,SOM,Australia,AUS,-,-,9,-
2022,Somalia,SOM,Canada,CAN,-,-,2060,110
2022,Somalia,SOM,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,25,-
2022,Somalia,SOM,Germany,DEU,-,-,52,-
2022,Somalia,SOM,"Netherlands (Kingdom of the)",NLD,-,-,18,585
2022,Somalia,SOM,"New Zealand",NZL,-,-,61,-
2022,Somalia,SOM,Sweden,SWE,-,-,21,-
2022,Somalia,SOM,Switzerland,CHE,-,-,5,-
2022,Somalia,SOM,"United States of America",USA,-,-,522,-
2022,"Viet Nam",VNM,Canada,CAN,-,-,100,15
2022,"Viet Nam",VNM,"United States of America",USA,-,-,27,-
2022,"South Sudan",SSD,Australia,AUS,-,-,5,-
2022,"South Sudan",SSD,Canada,CAN,-,-,320,5
2022,"South Sudan",SSD,France,FRA,-,-,12,-
2022,"South Sudan",SSD,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,20,-
2022,"South Sudan",SSD,Germany,DEU,-,-,142,-
2022,"South Sudan",SSD,Norway,NOR,-,-,99,-
2022,"South Sudan",SSD,Sweden,SWE,-,-,155,-
2022,"South Sudan",SSD,Switzerland,CHE,-,-,34,-
2022,"South Sudan",SSD,"United States of America",USA,-,-,207,-
2022,Stateless,XXA,Canada,CAN,-,-,160,315
2022,Stateless,XXA,Norway,NOR,-,-,135,-
2022,Stateless,XXA,"New Zealand",NZL,-,-,5,-
2022,Stateless,XXA,Sweden,SWE,-,-,19,-
2022,Sudan,SDN,Australia,AUS,-,-,53,-
2022,Sudan,SDN,Belgium,BEL,-,-,8,-
2022,Sudan,SDN,Canada,CAN,-,-,770,385
2022,Sudan,SDN,France,FRA,-,-,218,124
2022,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,218,-
2022,Sudan,SDN,Germany,DEU,-,-,59,-
2022,Sudan,SDN,"Netherlands (Kingdom of the)",NLD,-,-,10,156
2022,Sudan,SDN,Norway,NOR,-,-,122,-
2022,Sudan,SDN,Spain,ESP,-,-,5,-
2022,Sudan,SDN,Sweden,SWE,-,-,367,-
2022,Sudan,SDN,Switzerland,CHE,-,-,49,-
2022,Sudan,SDN,"United States of America",USA,-,-,1248,-
2022,"Syrian Arab Rep.",SYR,Argentina,ARG,-,-,5,-
2022,"Syrian Arab Rep.",SYR,Australia,AUS,-,-,1521,-
2022,"Syrian Arab Rep.",SYR,Belgium,BEL,-,-,55,-
2022,"Syrian Arab Rep.",SYR,Canada,CAN,-,-,7610,135
2022,"Syrian Arab Rep.",SYR,France,FRA,-,-,1829,411
2022,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,569,-
2022,"Syrian Arab Rep.",SYR,Germany,DEU,-,-,3900,-
2022,"Syrian Arab Rep.",SYR,Ireland,IRL,-,-,201,583
2022,"Syrian Arab Rep.",SYR,Italy,ITA,-,-,58,-
2022,"Syrian Arab Rep.",SYR,"Netherlands (Kingdom of the)",NLD,-,-,1126,13024
2022,"Syrian Arab Rep.",SYR,Norway,NOR,-,-,1473,-
2022,"Syrian Arab Rep.",SYR,"New Zealand",NZL,-,-,221,-
2022,"Syrian Arab Rep.",SYR,Romania,ROU,-,-,88,-
2022,"Syrian Arab Rep.",SYR,Spain,ESP,-,-,1045,-
2022,"Syrian Arab Rep.",SYR,Sweden,SWE,-,-,1358,-
2022,"Syrian Arab Rep.",SYR,Switzerland,CHE,-,-,402,-
2022,"Syrian Arab Rep.",SYR,"United States of America",USA,-,-,4333,-
2022,"United Rep. of Tanzania",TZA,Australia,AUS,-,-,14,-
2022,Thailand,THA,Australia,AUS,-,-,282,-
2022,Tibetan,TIB,Australia,AUS,-,-,65,-
2022,Tajikistan,TJK,Canada,CAN,-,-,20,20
2022,Tajikistan,TJK,"United States of America",USA,-,-,8,-
2022,Türkiye,TUR,Australia,AUS,-,-,67,-
2022,Türkiye,TUR,Canada,CAN,-,-,70,910
2022,Türkiye,TUR,"Netherlands (Kingdom of the)",NLD,-,-,10,99
2022,Türkiye,TUR,Norway,NOR,-,-,46,-
2022,Türkiye,TUR,"New Zealand",NZL,-,-,5,-
2022,Türkiye,TUR,Sweden,SWE,-,-,16,-
2022,Türkiye,TUR,"United States of America",USA,-,-,5,-
2022,"United Arab Emirates",ARE,Australia,AUS,-,-,5,-
2022,Uganda,UGA,Australia,AUS,-,-,8,-
2022,Uganda,UGA,Canada,CAN,-,-,15,230
2022,Uganda,UGA,"United States of America",USA,-,-,23,-
2022,"Unknown ",UNK,Belgium,BEL,-,-,8,-
2022,"Unknown ",UNK,Canada,CAN,-,-,70,-
2022,"Unknown ",UNK,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,40,-
2022,"Unknown ",UNK,"Netherlands (Kingdom of the)",NLD,-,-,5,181
2022,"Unknown ",UNK,Norway,NOR,-,-,66,-
2022,"Unknown ",UNK,Sweden,SWE,-,-,93,-
2022,"United States of America",USA,Canada,CAN,-,-,20,15
2022,Uzbekistan,UZB,Canada,CAN,-,-,10,10
2022,Uzbekistan,UZB,"United States of America",USA,-,-,34,-
2022,"Venezuela (Bolivarian Republic of)",VEN,Australia,AUS,-,-,52,-
2022,"Venezuela (Bolivarian Republic of)",VEN,Canada,CAN,-,-,60,585
2022,"Venezuela (Bolivarian Republic of)",VEN,"United States of America",USA,-,-,248,-
2022,Yemen,YEM,Australia,AUS,-,-,17,-
2022,Yemen,YEM,Canada,CAN,-,-,190,250
2022,Yemen,YEM,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,5,-
2022,Yemen,YEM,Germany,DEU,-,-,58,-
2022,Yemen,YEM,"Netherlands (Kingdom of the)",NLD,-,-,19,63
2022,Yemen,YEM,Sweden,SWE,-,-,11,-
2022,Yemen,YEM,Switzerland,CHE,-,-,6,-
2022,Yemen,YEM,"United States of America",USA,-,-,20,-
2022,Afghanistan,AFG,Belarus,BLR,-,-,-,5
2022,Afghanistan,AFG,France,FRA,-,-,-,86
2022,Afghanistan,AFG,Hungary,HUN,-,-,-,12
2022,Afghanistan,AFG,Ireland,IRL,-,-,-,56
2022,Afghanistan,AFG,Kyrgyzstan,KGZ,-,-,-,5
2022,Afghanistan,AFG,"Netherlands (Kingdom of the)",NLD,-,-,-,794
2022,Albania,ALB,France,FRA,-,-,-,27
2022,Albania,ALB,Ireland,IRL,-,-,-,19
2022,Albania,ALB,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2022,Algeria,DZA,France,FRA,-,-,-,76
2022,Algeria,DZA,Ireland,IRL,-,-,-,5
2022,Algeria,DZA,"Netherlands (Kingdom of the)",NLD,-,-,-,9
2022,Angola,AGO,Canada,CAN,-,-,-,95
2022,Angola,AGO,France,FRA,-,-,-,61
2022,Angola,AGO,"Netherlands (Kingdom of the)",NLD,-,-,-,6
2022,"Antigua and Barbuda",ATG,Canada,CAN,-,-,-,10
2022,Egypt,EGY,Ireland,IRL,-,-,-,9
2022,Egypt,EGY,"Netherlands (Kingdom of the)",NLD,-,-,-,54
2022,Armenia,ARM,France,FRA,-,-,-,68
2022,Armenia,ARM,"Netherlands (Kingdom of the)",NLD,-,-,-,15
2022,Azerbaijan,AZE,Canada,CAN,-,-,-,105
2022,Azerbaijan,AZE,France,FRA,-,-,-,54
2022,Azerbaijan,AZE,"Netherlands (Kingdom of the)",NLD,-,-,-,11
2022,Barbados,BRB,Canada,CAN,-,-,-,15
2022,Burundi,BDI,Guinea-Bissau,GNB,-,-,-,5
2022,Burundi,BDI,Ireland,IRL,-,-,-,5
2022,Burundi,BDI,"Netherlands (Kingdom of the)",NLD,-,-,-,31
2022,Bangladesh,BGD,Canada,CAN,-,-,-,295
2022,Bangladesh,BGD,France,FRA,-,-,-,116
2022,Bangladesh,BGD,Ireland,IRL,-,-,-,19
2022,Bangladesh,BGD,"Netherlands (Kingdom of the)",NLD,-,-,-,6
2022,Bahamas,BHS,Canada,CAN,-,-,-,60
2022,Bhutan,BTN,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2022,"Burkina Faso",BFA,Canada,CAN,-,-,-,20
2022,Belarus,BLR,Canada,CAN,-,-,-,10
2022,Belarus,BLR,France,FRA,-,-,-,12
2022,"Bolivia (Plurinational State of)",BOL,Canada,CAN,-,-,-,10
2022,Brazil,BRA,Canada,CAN,-,-,-,20
2022,"Bosnia and Herzegovina",BIH,France,FRA,-,-,-,17
2022,"Bosnia and Herzegovina",BIH,"Netherlands (Kingdom of the)",NLD,-,-,-,7
2022,Bulgaria,BGR,Canada,CAN,-,-,-,35
2022,Cambodia,KHM,France,FRA,-,-,-,36
2022,Cambodia,KHM,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2022,"Central African Rep.",CAF,"Netherlands (Kingdom of the)",NLD,-,-,-,6
2022,Chad,TCD,France,FRA,-,-,-,32
2022,Chad,TCD,Gabon,GAB,-,-,-,9
2022,China,CHN,France,FRA,-,-,-,61
2022,China,CHN,Ireland,IRL,-,-,-,5
2022,China,CHN,"Netherlands (Kingdom of the)",NLD,-,-,-,78
2022,Chile,CHL,Canada,CAN,-,-,-,5
2022,Cameroon,CMR,France,FRA,-,-,-,30
2022,Cameroon,CMR,Ireland,IRL,-,-,-,7
2022,Cameroon,CMR,"Netherlands (Kingdom of the)",NLD,-,-,-,11
2022,Congo,COG,France,FRA,-,-,-,69
2022,Congo,COG,"Netherlands (Kingdom of the)",NLD,-,-,-,37
2022,"Dem. Rep. of the Congo",COD,Hungary,HUN,-,-,-,5
2022,"Dem. Rep. of the Congo",COD,Ireland,IRL,-,-,-,37
2022,Comoros,COM,France,FRA,-,-,-,13
2022,Colombia,COL,"Costa Rica",CRI,-,-,-,15
2022,Colombia,COL,"Netherlands (Kingdom of the)",NLD,-,-,-,10
2022,Czechia,CZE,Canada,CAN,-,-,-,35
2022,Djibouti,DJI,Canada,CAN,-,-,-,85
2022,Djibouti,DJI,France,FRA,-,-,-,11
2022,"Dominican Rep.",DOM,Canada,CAN,-,-,-,15
2022,Ecuador,ECU,Canada,CAN,-,-,-,10
2022,Eritrea,ERI,Ireland,IRL,-,-,-,6
2022,Ethiopia,ETH,Ireland,IRL,-,-,-,5
2022,Gambia,GMB,"Netherlands (Kingdom of the)",NLD,-,-,-,8
2022,Palestinian,PSE,Ireland,IRL,-,-,-,17
2022,Georgia,GEO,Canada,CAN,-,-,-,75
2022,Georgia,GEO,France,FRA,-,-,-,45
2022,Georgia,GEO,Ireland,IRL,-,-,-,12
2022,Georgia,GEO,"Netherlands (Kingdom of the)",NLD,-,-,-,9
2022,Ghana,GHA,Canada,CAN,-,-,-,40
2022,Ghana,GHA,France,FRA,-,-,-,5
2022,Ghana,GHA,Ireland,IRL,-,-,-,5
2022,Ghana,GHA,"Netherlands (Kingdom of the)",NLD,-,-,-,6
2022,Guinea-Bissau,GNB,France,FRA,-,-,-,11
2022,Guatemala,GTM,Mexico,MEX,-,-,-,5
2022,Guinea,GIN,France,FRA,-,-,-,200
2022,Guinea,GIN,"Netherlands (Kingdom of the)",NLD,-,-,-,81
2022,Haiti,HTI,France,FRA,-,-,-,55
2022,"China, Hong Kong SAR",HKG,Canada,CAN,-,-,-,10
2022,Honduras,HND,Mexico,MEX,-,-,-,7
2022,Croatia,HRV,"Bosnia and Herzegovina",BIH,-,-,-,5
2022,Croatia,HRV,Canada,CAN,-,-,-,15
2022,Hungary,HUN,Canada,CAN,-,-,-,210
2022,"Cote d'Ivoire",CIV,France,FRA,-,-,-,87
2022,"Cote d'Ivoire",CIV,"Netherlands (Kingdom of the)",NLD,-,-,-,14
2022,India,IND,Canada,CAN,-,-,-,505
2022,Indonesia,IDN,Canada,CAN,-,-,-,5
2022,Indonesia,IDN,"Papua New Guinea",PNG,-,-,-,2156
2022,"Iran (Islamic Rep. of)",IRN,France,FRA,-,-,-,61
2022,"Iran (Islamic Rep. of)",IRN,Hungary,HUN,-,-,-,5
2022,"Iran (Islamic Rep. of)",IRN,Ireland,IRL,-,-,-,27
2022,"Iran (Islamic Rep. of)",IRN,"Netherlands (Kingdom of the)",NLD,-,-,-,796
2022,Iraq,IRQ,France,FRA,-,-,-,204
2022,Israel,ISR,Canada,CAN,-,-,-,10
2022,Jamaica,JAM,"Netherlands (Kingdom of the)",NLD,-,-,-,34
2022,Jordan,JOR,"Netherlands (Kingdom of the)",NLD,-,-,-,43
2022,Kazakhstan,KAZ,Canada,CAN,-,-,-,35
2022,Kazakhstan,KAZ,Czechia,CZE,-,-,-,5
